card_id,cluster_id
C_ID_49149925d2,3
C_ID_0fb8d7faa0,2
C_ID_a94f96d9c5,0
C_ID_ed947712c4,1
C_ID_595a7078f8,5
C_ID_d2cb4fcde9,1
C_ID_f77517beb7,3
C_ID_9afaeedd22,0
C_ID_37eefc8609,0
C_ID_bb83f3407d,0
C_ID_730a492725,3
C_ID_940c98594a,0
C_ID_98da18b8e8,1
C_ID_ced9d0a990,0
C_ID_33364d0b31,1
C_ID_71f15d3e6c,0
C_ID_a4fd986dd7,0
C_ID_571a19b265,0
C_ID_a1bbd3be59,0
C_ID_c3869ae104,5
C_ID_9219823318,3
C_ID_f7a60931b5,3
C_ID_bf2cfc047e,3
C_ID_285128b99f,0
C_ID_8a8418b102,1
C_ID_4ab21697ce,3
C_ID_0e1c53d23b,3
C_ID_e863228652,1
C_ID_ee6d8b33b1,5
C_ID_d088d3c03b,5
C_ID_6530c97521,0
C_ID_5c5bb452ad,3
C_ID_7918181f49,3
C_ID_9e135126a3,1
C_ID_33f3c2964d,2
C_ID_98cf50a376,0
C_ID_d1dabe2617,0
C_ID_e31e2d1022,5
C_ID_265533ce7b,3
C_ID_db13a186dd,3
C_ID_dc573e9344,5
C_ID_17622d1b55,0
C_ID_105b8620a3,5
C_ID_509c3decfd,3
C_ID_2260a86085,5
C_ID_92df21f051,3
C_ID_65614b7029,3
C_ID_6c4688c1f2,0
C_ID_2bfa910a69,0
C_ID_c98404d3fe,3
C_ID_9c469a93c7,3
C_ID_4955e8adee,2
C_ID_2aa1933868,3
C_ID_4527fdb3ce,5
C_ID_712d313ff6,0
C_ID_c3457794f7,0
C_ID_c788ed565b,3
C_ID_b494140b2a,0
C_ID_e199ac90ee,3
C_ID_5687325175,1
C_ID_594d3e4513,0
C_ID_6cd5d93f5e,2
C_ID_b576de0d98,2
C_ID_4ff02e5123,1
C_ID_db890047b3,2
C_ID_fe2611d554,3
C_ID_d520513081,1
C_ID_1263d7f377,5
C_ID_398870574b,2
C_ID_cb18fc9f59,0
C_ID_0ace3b9da0,0
C_ID_5b6278eb25,0
C_ID_c0f6404592,1
C_ID_9f8972d9ce,3
C_ID_7b6f086dd4,5
C_ID_36e0b485e5,3
C_ID_55fce8af58,0
C_ID_6e57470a04,5
C_ID_38b7deb9c2,0
C_ID_40b00adce9,1
C_ID_f1d9cb92f4,3
C_ID_1ce1a25016,0
C_ID_aacb341fcb,3
C_ID_15cdc9a2c7,3
C_ID_067d2ade48,3
C_ID_e77c0300db,1
C_ID_407e61f99e,3
C_ID_ade2297433,0
C_ID_4c4cb1ef3b,3
C_ID_c6b37284e3,3
C_ID_e4b419a075,5
C_ID_b2729eba4b,5
C_ID_09fb69df3a,3
C_ID_1005f34db2,2
C_ID_bbee7f571e,5
C_ID_4b3259eac3,5
C_ID_f4e0c0ad79,5
C_ID_40020b0ae4,0
C_ID_6f91fe3cb4,5
C_ID_e183fbcc5c,1
C_ID_c549f81017,0
C_ID_f47b56c8b7,5
C_ID_d4692633f1,0
C_ID_4e9772ae69,3
C_ID_991cc40663,1
C_ID_0103a9185a,4
C_ID_bffce247ec,0
C_ID_bdad01256d,0
C_ID_3006d9b4ac,0
C_ID_c38053ff8e,0
C_ID_448a1efe58,1
C_ID_236f35b554,5
C_ID_31fa34658a,0
C_ID_a8859f9a3b,0
C_ID_14a6d22fca,0
C_ID_9fbbd4f525,5
C_ID_fbeb120dba,1
C_ID_dc9da2a196,3
C_ID_94bba1afe3,5
C_ID_bdabb3b0ce,3
C_ID_d2f701a85b,0
C_ID_809f3e771d,5
C_ID_697bfd135d,3
C_ID_c63f0856be,1
C_ID_2b395bb626,0
C_ID_de523894f1,3
C_ID_287db5cb89,3
C_ID_8bd73b4b7c,1
C_ID_4a14333403,3
C_ID_6e74ecad87,0
C_ID_144f7b1738,1
C_ID_50d30e317a,0
C_ID_defaa4bd00,0
C_ID_d7acaf6da7,0
C_ID_f458060897,0
C_ID_4229847a06,1
C_ID_7467481f97,2
C_ID_f4d85365bd,1
C_ID_eb31e398ab,0
C_ID_c7449c5f5d,3
C_ID_43872180de,2
C_ID_4f6210a29b,0
C_ID_8fdb452bdc,5
C_ID_68916ff197,0
C_ID_d2180d0211,0
C_ID_04c41fc6ad,3
C_ID_9b2593fc40,0
C_ID_8d6baa5c84,0
C_ID_c4b279eb25,1
C_ID_6db1fa8517,3
C_ID_1909518592,0
C_ID_a5739fc696,3
C_ID_9b3ab82501,0
C_ID_0c293d83ff,2
C_ID_2e4720982f,3
C_ID_909c88b910,0
C_ID_2bd5026184,3
C_ID_ac3299f3b6,0
C_ID_3ea34884af,2
C_ID_e535afd979,0
C_ID_db50561994,0
C_ID_d48010f3bf,5
C_ID_da7822afb0,0
C_ID_bf4785a762,5
C_ID_ccdfb0e5a8,3
C_ID_f143eb2123,0
C_ID_cd2acc40c4,3
C_ID_ba9bbdea3b,0
C_ID_6451eb7f36,3
C_ID_9984c6f691,5
C_ID_2ba85cdf91,0
C_ID_8614019d31,0
C_ID_864e959c5c,3
C_ID_cdda074dd0,5
C_ID_ea017cae37,0
C_ID_8dac0582de,0
C_ID_8414db0346,3
C_ID_c5f9e8748e,0
C_ID_02004d4bd2,3
C_ID_94a1f512e1,5
C_ID_400e3ddd11,0
C_ID_3c257b0f32,1
C_ID_411b8188a5,3
C_ID_0ec85b415a,1
C_ID_77e27a89ca,0
C_ID_c6390dacfe,0
C_ID_fbda53bf70,3
C_ID_d180cf65b7,1
C_ID_44997d7468,0
C_ID_280ded9112,3
C_ID_0f1cb07826,5
C_ID_705cffbaee,0
C_ID_1d39a442b7,3
C_ID_b2de0863e6,3
C_ID_d32b1b808d,0
C_ID_3fa1a6a6ed,0
C_ID_3047cbb6df,3
C_ID_9e91fa5451,3
C_ID_e82194b2fc,3
C_ID_2a44eaa33f,0
C_ID_90ce263b52,1
C_ID_9f3d736cd6,1
C_ID_4832ae411a,3
C_ID_f03f5c5e01,0
C_ID_326011923f,3
C_ID_2a8ba4f5f8,5
C_ID_301398c7e8,5
C_ID_fd9663e9f5,0
C_ID_b0f19ace16,3
C_ID_44da049cbe,0
C_ID_7a865aaf41,0
C_ID_48d2291274,0
C_ID_41c35e0615,3
C_ID_9d6ebefcf8,0
C_ID_9ab4c44886,0
C_ID_22b09813a4,1
C_ID_3e3690d009,0
C_ID_b6d1fcfa79,3
C_ID_886a876722,0
C_ID_af6183d1dd,0
C_ID_c8be213fc7,3
C_ID_3f370807f7,3
C_ID_62d7475dfd,0
C_ID_4114b6f5f6,0
C_ID_63dc2162d8,0
C_ID_e23411add3,0
C_ID_e2835b2f7d,0
C_ID_8d205c18bb,3
C_ID_fa545a5ec4,0
C_ID_13dcda7acf,3
C_ID_970170bbf7,1
C_ID_f4d683de61,5
C_ID_f97bf1455b,3
C_ID_de3f2402e1,3
C_ID_6d29eb180b,5
C_ID_35d07f3287,3
C_ID_b7e73a47f8,3
C_ID_50ff35bf23,0
C_ID_235e20451d,3
C_ID_7a644885a0,3
C_ID_f376c2cdd0,0
C_ID_deb21c61dd,0
C_ID_129aef6c9f,3
C_ID_d6eaf92f2f,0
C_ID_05175d89ad,3
C_ID_cada00517c,3
C_ID_4cdfc0c17f,0
C_ID_1b5f5e6628,5
C_ID_377a4ef9b1,3
C_ID_6c8b1af484,0
C_ID_cb566205e1,0
C_ID_db9c0ae6b1,0
C_ID_62e793546e,0
C_ID_af10e99c2f,3
C_ID_c56c75ac6e,0
C_ID_44387a3f3e,4
C_ID_46a1fe7632,3
C_ID_b0de6c1164,3
C_ID_6d569cb5b1,3
C_ID_fa764e13ae,3
C_ID_f793f08433,3
C_ID_8369e9930c,3
C_ID_80fb2916ab,0
C_ID_988305df63,5
C_ID_420db1df03,0
C_ID_24be40a07f,5
C_ID_593db44532,3
C_ID_e89b78b962,1
C_ID_30f872bfcf,5
C_ID_b5c3f3a5ad,3
C_ID_7a520627e7,1
C_ID_bb32c9e522,0
C_ID_c01cc86a20,3
C_ID_9b76f770db,0
C_ID_5dfdb66f68,3
C_ID_d91f42c512,3
C_ID_86f61a2029,5
C_ID_c8973b2966,3
C_ID_1bc1bd72b4,0
C_ID_70617b1ea9,1
C_ID_86a998d48f,0
C_ID_4eb62c3fec,3
C_ID_9a63f5aae6,0
C_ID_d5fccded8e,3
C_ID_54b4b2ed94,3
C_ID_8d19225079,5
C_ID_6eb3b80056,0
C_ID_0be3acf0f1,0
C_ID_ec42258897,3
C_ID_046e3acf4b,3
C_ID_33309e0232,0
C_ID_499d7ca9b9,3
C_ID_4386fb7296,5
C_ID_6ce09268b8,2
C_ID_39d4e004b2,0
C_ID_8be4e7c970,1
C_ID_47b8f742bc,3
C_ID_490959af10,3
C_ID_3dfed2b451,3
C_ID_9dfd69deb9,5
C_ID_62f7b61423,0
C_ID_35bed4c5ae,3
C_ID_f5263418ff,3
C_ID_ed8b157fb7,3
C_ID_39f3403e9b,3
C_ID_8ae35d0fdc,3
C_ID_f21961f514,0
C_ID_ac2db830e7,0
C_ID_36591feab1,0
C_ID_e2200e35c6,0
C_ID_e8291f6ea6,3
C_ID_bd7c9adfbf,3
C_ID_5335d8bded,0
C_ID_7914e785ea,0
C_ID_4272170c75,0
C_ID_8c59f42ee6,3
C_ID_3a79247a60,3
C_ID_1703000a52,4
C_ID_69e91523aa,3
C_ID_5edac7290d,0
C_ID_6b37da0885,4
C_ID_fe52b0a09b,0
C_ID_b607a8c6db,3
C_ID_da73b96c2f,0
C_ID_ffac4ef3fe,0
C_ID_b71325f14f,3
C_ID_b761604384,0
C_ID_699f31899a,0
C_ID_35e8f2b050,1
C_ID_d7a80dfceb,5
C_ID_65bf82a63b,3
C_ID_b34334da8c,5
C_ID_4c796249bf,0
C_ID_a3eff58c57,0
C_ID_af756172e1,0
C_ID_2fd0b3ca6a,3
C_ID_4ba6672e0c,3
C_ID_63e34aaebd,5
C_ID_b24683d017,0
C_ID_d16a8617d4,0
C_ID_87de6dcced,0
C_ID_c3ed044d9a,0
C_ID_e00a2748e0,5
C_ID_707f422eb7,4
C_ID_e51a788728,1
C_ID_781e0f3d0f,5
C_ID_b0ed226eca,0
C_ID_9dc3c7c2a6,3
C_ID_ca7908e723,5
C_ID_6cd1209532,3
C_ID_f52c8697d3,0
C_ID_d10940f1f8,1
C_ID_fcacace84d,0
C_ID_0f1317deae,3
C_ID_a96aea3026,2
C_ID_4a14399e6b,1
C_ID_ff886392c3,0
C_ID_54707b0914,4
C_ID_895cf1ec74,3
C_ID_7f62641ba4,5
C_ID_b65cf66619,3
C_ID_ce71d75897,0
C_ID_9db6f8404c,5
C_ID_4558f70121,3
C_ID_dd5010d8fe,3
C_ID_597e8aea69,0
C_ID_1a2bb48f9d,3
C_ID_00e5d3cb30,0
C_ID_67ad2b86c7,0
C_ID_5a54ce455c,0
C_ID_654bdf89c8,0
C_ID_4819dca011,5
C_ID_c18f3239bb,5
C_ID_4f86cbe41e,3
C_ID_0e581db683,5
C_ID_8f958fd4bd,3
C_ID_709dd116b6,3
C_ID_ecfde67f83,0
C_ID_a1f37f8781,5
C_ID_27570536a2,2
C_ID_c9e7f2a70f,0
C_ID_0b997c5e94,0
C_ID_5ff121bdbd,0
C_ID_a16781efa3,2
C_ID_02cf7dbc35,1
C_ID_48be669499,3
C_ID_6c87acc82b,0
C_ID_327b1ac3eb,5
C_ID_dede850f80,3
C_ID_6d15f63bd0,3
C_ID_0bb893814d,1
C_ID_0cf88179c4,0
C_ID_529fac93a9,3
C_ID_bbce590901,5
C_ID_4784a9e105,0
C_ID_cf1888ced8,0
C_ID_d8d2f9b8fa,1
C_ID_bd4145f911,3
C_ID_479f35c0a3,4
C_ID_7b0fcdc13d,2
C_ID_2a47b35f41,5
C_ID_f170502992,3
C_ID_3b946fd177,0
C_ID_9a22c4ba05,1
C_ID_dbc2ab8c04,5
C_ID_6ab0e1df71,0
C_ID_6ae8ff716b,0
C_ID_b1bc7601e7,0
C_ID_cba1a26534,0
C_ID_7e7def0470,3
C_ID_25bbe79e9f,3
C_ID_08e6796aff,0
C_ID_add9290e92,5
C_ID_3edd768d49,1
C_ID_d7f618c4fe,0
C_ID_6fe2398248,3
C_ID_29af51daac,1
C_ID_b2df39d39f,3
C_ID_cc0718c5ea,3
C_ID_5cf7b2ef60,0
C_ID_4e56db6426,0
C_ID_e5b26dca97,5
C_ID_3a6c6dc407,3
C_ID_75d7214f2a,0
C_ID_a56ce56630,3
C_ID_cc3733025f,1
C_ID_9f5817dc3e,3
C_ID_89546dcd75,0
C_ID_d61035bf9d,0
C_ID_b0c25b5697,3
C_ID_8583c8a67d,3
C_ID_c2deb527e0,3
C_ID_2dae655e3f,0
C_ID_0046db9f8a,5
C_ID_dd8ef29568,0
C_ID_1f7b769765,3
C_ID_fd6c40c3b8,0
C_ID_56c509065f,3
C_ID_182378b99a,5
C_ID_0ff21eebc1,0
C_ID_302e0992d1,3
C_ID_0caa2228e3,0
C_ID_cbf0bb3a5c,0
C_ID_6b1dd73303,3
C_ID_7aafdeacb2,3
C_ID_a4f13510f2,1
C_ID_b3650933f8,3
C_ID_21737bad7f,0
C_ID_3aae700425,0
C_ID_86ffdc7344,0
C_ID_211c3cd9f5,1
C_ID_0340bbc042,3
C_ID_11f774f2e5,0
C_ID_35db83786b,1
C_ID_7e9f50702c,4
C_ID_53dfd5b89b,5
C_ID_ecacbe1781,0
C_ID_1021b0b9f6,1
C_ID_7db43bdbd0,5
C_ID_b4eef869ee,0
C_ID_74cb15ed65,3
C_ID_9132c7e70b,1
C_ID_bbcbf6cc9f,4
C_ID_a5ae57d611,3
C_ID_74d002a319,1
C_ID_7458934def,0
C_ID_fcab463da7,3
C_ID_22e45fc109,0
C_ID_5959ccf824,3
C_ID_1c7760c3b3,3
C_ID_470f14260c,1
C_ID_9db707b53a,5
C_ID_d14757f67f,1
C_ID_a68475c0e2,0
C_ID_33f3e5e85c,3
C_ID_14f0c83766,0
C_ID_bfeb22dec3,0
C_ID_9e0a8f50f3,3
C_ID_851ec50dac,5
C_ID_0015677437,5
C_ID_c3bb4510b0,1
C_ID_5eaf6a06e4,1
C_ID_0319c7674c,0
C_ID_4a6b1b0a2d,0
C_ID_736fd931d7,5
C_ID_bfef0a79ff,5
C_ID_5741768f04,3
C_ID_a8f1bc6958,0
C_ID_a108dffba1,3
C_ID_59e4560626,2
C_ID_713850bcb6,4
C_ID_e0feb3fad2,0
C_ID_e03f82dbe9,0
C_ID_345fd3fef1,2
C_ID_597ba26111,3
C_ID_cd08ed9683,3
C_ID_c169c27304,1
C_ID_0b1633b872,1
C_ID_1cf5d23211,0
C_ID_bcad849e9d,0
C_ID_d980854471,0
C_ID_e92d1e0bbc,0
C_ID_d63292a867,0
C_ID_c5a0620c92,2
C_ID_43b233e344,3
C_ID_541d481f79,5
C_ID_e93e57b62c,0
C_ID_05ba3c8461,0
C_ID_6388d902e1,0
C_ID_6c56be108d,4
C_ID_e450d06d4e,4
C_ID_577d96f5ac,3
C_ID_b920d1ac6d,3
C_ID_2b0f11be38,3
C_ID_c69ec328b7,1
C_ID_62cfe87a54,5
C_ID_1952b22ca6,0
C_ID_9b90db3e45,1
C_ID_7cd35d62a1,0
C_ID_99b65cc21e,0
C_ID_e03040dbcc,3
C_ID_b914a335d9,1
C_ID_d7fdb2074d,2
C_ID_025f2192e8,2
C_ID_fa42639659,3
C_ID_6a58ab8646,1
C_ID_f026708ba2,1
C_ID_8d36290410,1
C_ID_58d393725d,3
C_ID_5bcf99091f,0
C_ID_46090da900,3
C_ID_84d2c75eec,3
C_ID_419bcd8959,0
C_ID_711f1d432f,0
C_ID_a6f2985750,1
C_ID_dc7977463b,0
C_ID_1ba48a1b02,3
C_ID_2157c59a8f,3
C_ID_f5e2b05c7e,1
C_ID_f22f44b295,4
C_ID_4599ee2a96,1
C_ID_ef661ce695,5
C_ID_99e2a78863,1
C_ID_12138ccd2a,3
C_ID_d394fec40e,4
C_ID_1a786ac8c4,0
C_ID_995db97e37,0
C_ID_e931ee3f83,3
C_ID_fb98b951bb,3
C_ID_7bb3a8e96f,2
C_ID_9f756add98,4
C_ID_33103583b1,3
C_ID_578d9b86e3,1
C_ID_a05827f56a,5
C_ID_04f7db3b26,5
C_ID_b6f4f2a167,4
C_ID_d8c13dd0da,0
C_ID_eb9c53ae09,3
C_ID_2677386ce2,3
C_ID_4830828a54,0
C_ID_d6e0c0eb09,0
C_ID_cf0ae13d11,3
C_ID_4e1520293f,3
C_ID_8f263ed50f,3
C_ID_e827a8d1bf,0
C_ID_fa80ec72df,0
C_ID_8467a62cd0,3
C_ID_57d60f4661,1
C_ID_ffe088e166,3
C_ID_d206ef071a,0
C_ID_1e8666b335,1
C_ID_5df68b361f,3
C_ID_e98a3cc982,0
C_ID_96a6113ad9,0
C_ID_359d6df4df,0
C_ID_46f17aeb07,3
C_ID_9beb5988ef,3
C_ID_32bf70ef47,0
C_ID_77a6d526f5,0
C_ID_0fe2aa42b7,1
C_ID_5cda3e63fc,0
C_ID_2203bb3f18,1
C_ID_c8439a32dc,1
C_ID_b13292bc69,0
C_ID_600e2131da,0
C_ID_65beb6ee1a,0
C_ID_1ebfad32f8,0
C_ID_750c30b440,1
C_ID_8aac72273d,3
C_ID_70f21164ac,0
C_ID_eef3ab88c0,5
C_ID_3b7797bd93,3
C_ID_d06d10ea0d,3
C_ID_89a1488ef9,3
C_ID_c5f4b55baf,0
C_ID_fa9304b83d,1
C_ID_d551b71e6a,0
C_ID_73b3bde4ad,3
C_ID_e48f280b8a,4
C_ID_7075cedb77,0
C_ID_457e5df114,3
C_ID_6874998603,5
C_ID_a2d6f34869,0
C_ID_3d601b7ed9,0
C_ID_98381801bc,3
C_ID_67bfdca2eb,5
C_ID_5e137f5e93,3
C_ID_54b8e215df,5
C_ID_0c9c6884c0,0
C_ID_0cf64823a1,0
C_ID_a88bc7a398,0
C_ID_28f66087cc,3
C_ID_5b06d8984e,3
C_ID_c13ade3d29,0
C_ID_9bb7b3a230,5
C_ID_ff2188a276,1
C_ID_0d92fd7c91,0
C_ID_d971d1e0fb,3
C_ID_a971cba7cb,5
C_ID_942d14265a,5
C_ID_313c055bf7,3
C_ID_add347ee2f,0
C_ID_5234b08c43,0
C_ID_a8567f89e4,5
C_ID_105626f427,0
C_ID_da88377113,0
C_ID_7db9e654fd,5
C_ID_87993d5b02,5
C_ID_88b9c30bf2,1
C_ID_ecbf28d677,3
C_ID_645e3c8705,0
C_ID_b3ad921820,5
C_ID_54e85f22a6,1
C_ID_b73388c5d3,1
C_ID_3092725553,0
C_ID_9b691758c2,3
C_ID_558de0074c,3
C_ID_3cf249bb1b,5
C_ID_0341297201,0
C_ID_507e04467c,5
C_ID_e664fa9fd5,3
C_ID_508dfb10fe,3
C_ID_289d71b5ff,0
C_ID_9f2c6045e2,3
C_ID_b9a1322490,5
C_ID_c8057a4b60,0
C_ID_00f1f1401e,3
C_ID_48afcd8f6d,0
C_ID_43d59f0794,5
C_ID_c3fe63780b,0
C_ID_5f01e107d1,0
C_ID_af10860a80,0
C_ID_8f13573d9d,3
C_ID_530d9cda64,5
C_ID_272a43f38d,0
C_ID_5957b804ad,0
C_ID_368a5ec657,3
C_ID_a0b555952e,4
C_ID_80b17619f5,3
C_ID_106be98558,3
C_ID_455c124f1c,3
C_ID_18c15f874c,3
C_ID_10420955c9,0
C_ID_35f1718202,5
C_ID_9d61057c2f,0
C_ID_0bd33148be,5
C_ID_28cec685e4,5
C_ID_26a3661132,0
C_ID_75e3ad00ae,2
C_ID_1d36bfbbb1,5
C_ID_eb66837c44,5
C_ID_c694d9ff67,1
C_ID_ce11317380,3
C_ID_caf153f38f,3
C_ID_d4105e3f29,3
C_ID_361df04345,3
C_ID_2aec82ce91,3
C_ID_3bafa42cab,0
C_ID_3c2afb829b,3
C_ID_12a4577f2a,1
C_ID_7e55ddebc2,3
C_ID_3f2ac2f335,0
C_ID_8b97e2ad78,1
C_ID_75b4a57a77,1
C_ID_6134ce13b9,5
C_ID_42cd48f546,0
C_ID_3251923d3c,0
C_ID_adfe58925d,0
C_ID_810acb5e07,1
C_ID_d0428bf0d7,0
C_ID_951e52f742,0
C_ID_15e6db7e34,0
C_ID_defbcc2932,5
C_ID_052a1b8bb3,5
C_ID_afdfcc55ee,3
C_ID_e90b2d2859,0
C_ID_87c0c64230,0
C_ID_5c8c019b6c,3
C_ID_2e35f35e90,3
C_ID_f23f936336,3
C_ID_df2a799b13,3
C_ID_8fc2f97718,0
C_ID_12a85dff74,3
C_ID_be10d45b49,0
C_ID_1f882231c4,0
C_ID_47bca9420e,3
C_ID_979d817e76,2
C_ID_7c058f07ae,0
C_ID_d1ae97468a,0
C_ID_1a74237da9,3
C_ID_bbecdd0fd3,0
C_ID_e8cc21467c,3
C_ID_3d78fc55f0,0
C_ID_6bb36996d3,3
C_ID_990147563b,0
C_ID_bc8984165f,0
C_ID_534d6b21a5,3
C_ID_c8a66ffc87,4
C_ID_c94bbdb61f,3
C_ID_686b685df6,5
C_ID_0c2d57027c,2
C_ID_ddba3c0c3c,3
C_ID_9775c15d2d,3
C_ID_9cc2eb5b38,5
C_ID_b08fe92b21,3
C_ID_e3addc1c1c,0
C_ID_39a963a9d1,2
C_ID_13630ef954,3
C_ID_068a42b0f7,1
C_ID_06db627701,5
C_ID_aeeade7274,0
C_ID_a33c235064,3
C_ID_d494bc6601,2
C_ID_6d0c1816b7,5
C_ID_f9d1e69db6,0
C_ID_63596582d3,1
C_ID_e1ab0b15f1,0
C_ID_6f97ccc2d4,5
C_ID_ea7642f4e9,3
C_ID_a96ba0eb12,5
C_ID_15498cfc99,0
C_ID_881b820ca4,0
C_ID_b4741f7735,1
C_ID_e6b00bea4f,1
C_ID_bd9ade585c,0
C_ID_1fa3b87776,3
C_ID_b936b80804,0
C_ID_63c60e1cbe,3
C_ID_0176c986dc,3
C_ID_e07bd3222d,1
C_ID_ba8833a63d,3
C_ID_7e38d371d2,1
C_ID_9d29ea613e,3
C_ID_56d599665d,0
C_ID_3979947079,4
C_ID_bd7a532621,3
C_ID_d654dc93ff,3
C_ID_1067511caa,2
C_ID_f95ad04c1a,4
C_ID_7e3ac3072b,3
C_ID_2a5a13ece8,0
C_ID_76202c8aa6,1
C_ID_1a1ac50ba1,0
C_ID_0eab6c7b2a,0
C_ID_6f0b6a7d15,0
C_ID_d512666113,3
C_ID_fe343bb4c6,3
C_ID_edce2bd58c,0
C_ID_0513359a57,0
C_ID_d2031fac06,3
C_ID_ad9737c0d9,5
C_ID_da18507da9,0
C_ID_d851d1acdb,0
C_ID_7ce0ac9c0b,5
C_ID_92e20ef739,0
C_ID_1356ebd7ae,0
C_ID_1bd126680f,3
C_ID_f947ccd3f4,5
C_ID_f76dfcad35,3
C_ID_b11b194b9a,1
C_ID_31b3a403a0,3
C_ID_9a2f74df70,0
C_ID_1a04b35ffb,5
C_ID_4447506d5c,0
C_ID_0eb4614256,3
C_ID_381123e9bf,5
C_ID_df57157e1b,0
C_ID_631e8ef3e5,3
C_ID_7c50383f88,1
C_ID_cefcec50b9,5
C_ID_c49c3fdf10,3
C_ID_cfc78486f7,1
C_ID_1101c9ffe8,1
C_ID_4c9dc61f08,0
C_ID_6b014a32bc,5
C_ID_0d15ea2b3a,0
C_ID_a6f0f34e69,5
C_ID_cc129255a7,0
C_ID_f9cf4cd054,3
C_ID_908237bd07,3
C_ID_12fd8127eb,3
C_ID_ec0753c714,5
C_ID_3c07751ad1,3
C_ID_75d133bb74,1
C_ID_fd2f6922c5,0
C_ID_6845fb9f0d,0
C_ID_d66c632b3d,0
C_ID_220f118b3f,0
C_ID_bbd4feba25,1
C_ID_98f5f9ddd4,1
C_ID_dacb8de597,1
C_ID_3316715d19,0
C_ID_50eab3f52d,3
C_ID_403b57d077,1
C_ID_c770ead565,0
C_ID_64ddaa03cf,3
C_ID_dbbafd7d24,0
C_ID_9c6b2f6ce6,1
C_ID_f5a10fc12c,5
C_ID_c60e3500b4,0
C_ID_b5a12b8436,3
C_ID_4dd4ebd95e,3
C_ID_ccbaae877e,3
C_ID_96dc0ff3a2,1
C_ID_8cbb8de44d,3
C_ID_cef6f352b5,3
C_ID_3a06ddcce8,1
C_ID_bd06e9d162,2
C_ID_d006e054b3,0
C_ID_a614fc7f0a,0
C_ID_cbdfb33f77,5
C_ID_422a9f9fb5,3
C_ID_91950c40c0,5
C_ID_0ecf5b83ff,0
C_ID_c0145d70b1,5
C_ID_e0a07aec9f,0
C_ID_048731e254,0
C_ID_8ab660487a,1
C_ID_39faa556f2,0
C_ID_d8a6c131be,0
C_ID_90f628d8a1,5
C_ID_e5d064b342,1
C_ID_54661578d6,0
C_ID_1d8b544a14,4
C_ID_3006f46ff7,3
C_ID_9df330c7f0,1
C_ID_a8ead21cb7,0
C_ID_1244b69bc3,5
C_ID_c0b7f64338,3
C_ID_5ba616a944,0
C_ID_cefdc32fb2,5
C_ID_be5f1e6208,0
C_ID_85d38adeb6,4
C_ID_aa66d325ec,0
C_ID_27a04b94e6,5
C_ID_cfc53f1689,3
C_ID_4d2daf4cb6,3
C_ID_ac985d2db1,3
C_ID_ec0a5da5c5,0
C_ID_590b43b87f,3
C_ID_876dd3d068,1
C_ID_c777ecc21c,3
C_ID_6aeb3d0b6d,0
C_ID_a704dea24f,0
C_ID_6cdd1ed8f1,0
C_ID_68527edf45,5
C_ID_81adf4cc23,5
C_ID_e432ffb895,1
C_ID_034f2bc20e,5
C_ID_cea9627bc8,3
C_ID_884ccda315,1
C_ID_407f707573,2
C_ID_aa9281d688,2
C_ID_3b80e5f77a,1
C_ID_b99058dc19,3
C_ID_71a2d59bd0,5
C_ID_e2c04c00e8,0
C_ID_e4eec5d954,0
C_ID_5acbe25b3a,3
C_ID_42a38301d3,0
C_ID_9a1b2aeeee,1
C_ID_ed20e622ad,3
C_ID_c823557709,0
C_ID_84fe2ee342,1
C_ID_f899a96e0a,3
C_ID_1f7b411cad,3
C_ID_5836ecdec7,3
C_ID_a503d0dd36,1
C_ID_6dcb3a098c,4
C_ID_b7bb8c8e68,0
C_ID_0c2cf3fc96,0
C_ID_450619b707,5
C_ID_1d3937b76d,4
C_ID_358b868a96,1
C_ID_7af7c5cefd,1
C_ID_01c93f8239,5
C_ID_b5111f058f,0
C_ID_9e35dde928,3
C_ID_f43bb9e989,0
C_ID_78fd7c40e3,1
C_ID_2130133afd,0
C_ID_57adc8ceb4,2
C_ID_dc3e0bd4e8,3
C_ID_6ca06f1aee,3
C_ID_3aa3e55016,5
C_ID_12c134083a,0
C_ID_321d12e4e6,0
C_ID_b5ce7d0441,3
C_ID_d2ac41b6ed,3
C_ID_fd271a3e2e,4
C_ID_b9b8a3c464,3
C_ID_2d2d626786,5
C_ID_703295ab82,1
C_ID_434af1c34d,3
C_ID_e4c4b1f54a,3
C_ID_5c074ef091,5
C_ID_a1ffb63cfb,0
C_ID_7bc96701e0,0
C_ID_3f22422814,3
C_ID_9fcebc0679,3
C_ID_2d6c365850,3
C_ID_9d99980a69,0
C_ID_45cf5edfc1,0
C_ID_f715d81c23,0
C_ID_10b7c493dc,0
C_ID_22feac43fe,2
C_ID_bb286dd98f,3
C_ID_f1f137565a,3
C_ID_822391e08d,2
C_ID_ea8526af9b,3
C_ID_3c867e405f,3
C_ID_efbe70f46a,5
C_ID_dabc249c96,0
C_ID_c15f486986,5
C_ID_5542dd93f8,0
C_ID_9f0d44d4bd,5
C_ID_26a412597d,0
C_ID_5a723c2551,0
C_ID_e2dbcad072,1
C_ID_b36632b79e,0
C_ID_56f230d223,1
C_ID_980003ec6d,5
C_ID_9674ad1341,0
C_ID_d47caa349a,5
C_ID_95a18f1c90,0
C_ID_eb2f155c06,0
C_ID_ac952baa9b,2
C_ID_4ea6cf7e05,2
C_ID_8e35807c70,0
